UWI,Date,Oil_Volume_m3,Water_Volume_m3,Gas_Volume_e3m3
100/10-04-010-146W1/00,2025/7/16,43.34,29.74,2.17
100/10-04-010-146W1/00,2025/7/17,41.89,24.53,2.09
100/10-04-010-146W1/00,2025/7/18,40.27,7.87,2.01
100/10-04-010-146W1/00,2025/7/19,41.54,4.31,2.08
100/10-04-010-146W1/00,2025/7/20,41.69,13.33,2.08
100/10-04-010-146W1/00,2025/7/21,41.83,24.53,2.09
100/10-04-010-146W1/00,2025/7/22,0,0,0
100/10-04-010-146W1/00,2025/7/23,41.02,23.71,2.05
100/10-04-010-146W1/00,2025/7/24,41.16,6.37,2.06
100/10-04-010-146W1/00,2025/7/25,41.14,10.75,2.06
100/10-04-010-146W1/00,2025/7/26,40.65,10.9,2.03
100/10-04-010-146W1/00,2025/7/27,43.83,11.98,2.19
100/10-04-010-146W1/00,2025/7/28,40.51,4.64,2.03
100/10-04-010-146W1/00,2025/7/29,42.18,14.59,2.11
100/10-04-010-146W1/00,2025/7/30,40.83,22.22,2.04
100/10-04-010-146W1/00,2025/7/31,40.05,29.54,2
100/10-04-010-146W1/00,2025/8/1,40.51,12.77,2.03
100/10-04-010-146W1/00,2025/8/2,41.28,20.36,2.06
100/10-04-010-146W1/00,2025/8/3,42.38,24.28,2.12
100/10-04-010-146W1/00,2025/8/4,42.42,15.94,2.12
100/10-04-010-146W1/00,2025/8/5,40.15,12.04,2.01
100/10-04-010-146W1/00,2025/8/6,41.18,8.4,2.06
100/10-04-010-146W1/00,2025/8/7,43.43,24.69,2.17
100/10-04-010-146W1/00,2025/8/8,40.98,31.76,2.05
100/10-04-010-146W1/00,2025/8/9,41.85,14.52,2.09
100/10-04-010-146W1/00,2025/8/10,40.7,5.43,2.04
100/10-04-010-146W1/00,2025/8/11,40.85,22.89,2.04
100/10-04-010-146W1/00,2025/8/12,41.65,15.1,2.08
100/10-04-010-146W1/00,2025/8/13,43,33.58,2.15
100/10-04-010-146W1/00,2025/8/14,42.62,20.04,2.13
100/10-04-010-146W1/00,2025/8/15,42.18,8.58,2.11
100/10-04-010-146W1/00,2025/8/16,42.33,23.7,2.12
100/10-04-010-146W1/00,2025/8/17,42.57,32.25,2.13
100/10-04-010-146W1/00,2025/8/18,42.16,12.24,2.11
100/10-04-010-146W1/00,2025/8/19,40.47,29.18,2.02
100/10-04-010-146W1/00,2025/8/20,42.29,28.25,2.11
100/10-04-010-146W1/00,2025/8/21,43.1,26.71,2.15
100/10-04-010-146W1/00,2025/8/22,39.42,18.86,1.97
100/10-04-010-146W1/00,2025/8/23,42.81,29.31,2.14
100/10-04-010-146W1/00,2025/8/24,40.99,21.71,2.05
100/10-04-010-146W1/00,2025/8/25,40.59,23.74,2.03
100/10-04-010-146W1/00,2025/8/26,41.53,23.43,2.08
100/10-04-010-146W1/00,2025/8/27,39.86,28.38,1.99
100/10-04-010-146W1/00,2025/8/28,42.22,9.44,2.11
100/10-04-010-146W1/00,2025/8/29,42.82,4.57,2.14
100/10-04-010-146W1/00,2025/8/30,39.23,4.24,1.96
100/10-04-010-146W1/00,2025/8/31,42.01,7.31,2.1
100/10-04-010-146W1/00,2025/9/1,41.84,7.44,2.09
100/10-04-010-146W1/00,2025/9/2,41.03,12.09,2.05
100/10-04-010-146W1/00,2025/9/3,42.07,22.55,2.1
100/10-04-010-146W1/00,2025/9/4,42.55,11.01,2.13
100/10-04-010-146W1/00,2025/9/5,40.53,16.3,2.03
100/10-04-010-146W1/00,2025/9/6,42.09,13.68,2.1
100/10-04-010-146W1/00,2025/9/7,41.16,7.48,2.06
100/10-04-010-146W1/00,2025/9/8,42.3,27.26,2.12
100/10-04-010-146W1/00,2025/9/9,39.82,28.62,1.99
100/10-04-010-146W1/00,2025/9/10,38.98,30.68,1.95
100/10-04-010-146W1/00,2025/9/11,41.42,4.5,2.07
100/10-04-010-146W1/00,2025/9/12,40.7,21.97,2.04
100/10-04-010-146W1/00,2025/9/13,42.06,20.56,2.1
100/10-04-010-146W1/00,2025/9/14,42.13,25.44,2.11
100/10-04-010-146W1/00,2025/9/15,42.37,9.26,2.12
100/10-04-010-146W1/00,2025/9/16,39.61,31.44,1.98
100/10-04-010-146W1/00,2025/9/17,41.31,13.51,2.07
100/10-04-010-146W1/00,2025/9/18,39.25,27.73,1.96
100/10-04-010-146W1/00,2025/9/19,41,30.84,2.05
100/10-04-010-146W1/00,2025/9/20,41.81,17.95,2.09
100/10-04-010-146W1/00,2025/9/21,42.15,24.28,2.11
100/10-04-010-146W1/00,2025/9/22,40.86,28.45,2.04
100/10-04-010-146W1/00,2025/9/23,40.33,26.76,2.02
100/10-04-010-146W1/00,2025/9/24,41.77,13.12,2.09
100/10-04-010-146W1/00,2025/9/25,41.61,8.61,2.08
100/10-04-010-146W1/00,2025/9/26,41.5,28.84,2.08
100/10-04-010-146W1/00,2025/9/27,39.9,19.12,1.99
100/10-04-010-146W1/00,2025/9/28,41.5,11.51,2.07
100/10-04-010-146W1/00,2025/9/29,0,0,0
100/10-04-010-146W1/00,2025/9/30,41.02,32.17,2.05
100/10-04-010-146W1/00,2025/10/1,40.61,4.41,2.03
100/10-04-010-146W1/00,2025/10/2,40.82,15.25,2.04
100/10-04-010-146W1/00,2025/10/3,39.91,4.09,2
100/10-04-010-146W1/00,2025/10/4,42.27,8.79,2.11
100/10-04-010-146W1/00,2025/10/5,39.15,25.39,1.96
100/10-04-010-146W1/00,2025/10/6,39.2,27.69,1.96
100/10-04-010-146W1/00,2025/10/7,42.2,4.24,2.11
100/10-04-010-146W1/00,2025/10/8,42.38,28.3,2.12
100/10-04-010-146W1/00,2025/10/9,40.83,24.46,2.04
100/10-04-010-146W1/00,2025/10/10,38.67,22.62,1.93
100/10-04-010-146W1/00,2025/10/11,38.45,11.84,1.92
100/10-04-010-146W1/00,2025/10/12,41.71,26.95,2.09
100/10-04-010-146W1/00,2025/10/13,41.48,17.32,2.07
100/10-04-010-146W1/00,2025/10/14,39.17,23.23,1.96
100/10-04-010-146W1/00,2025/10/15,38.37,11.47,1.92
100/10-04-010-146W1/00,2025/10/16,41.58,18.97,2.08
100/10-04-010-146W1/00,2025/10/17,42.15,12.18,2.11
100/10-04-010-146W1/00,2025/10/18,41.91,20.1,2.1
100/10-04-010-146W1/00,2025/10/19,40.92,28.32,2.05
100/10-04-010-146W1/00,2025/10/20,39.07,25.86,1.95
100/10-04-010-146W1/00,2025/10/21,38.88,29.73,1.94
100/10-04-010-146W1/00,2025/10/22,39.54,5.73,1.98
100/10-04-010-146W1/00,2025/10/23,39.32,5.76,1.97
100/10-04-010-146W1/00,2025/10/24,42.03,14.51,2.1
100/10-04-010-146W1/00,2025/10/25,38.27,13.73,1.91
100/10-04-010-146W1/00,2025/10/26,38.21,19.57,1.91
100/10-04-010-146W1/00,2025/10/27,39.78,18.58,1.99
100/10-04-010-146W1/00,2025/10/28,40.89,14.43,2.04
100/10-04-010-146W1/00,2025/10/29,38.59,7.33,1.93
100/10-04-010-146W1/00,2025/10/30,38.17,25.37,1.91
100/10-04-010-146W1/00,2025/10/31,38.89,17.1,1.94
100/10-04-010-146W1/00,2025/11/1,41.8,6.1,2.09
100/10-04-010-146W1/00,2025/11/2,39.23,17.7,1.96
100/10-04-010-146W1/00,2025/11/3,38.48,10.41,1.92
100/10-04-010-146W1/00,2025/11/4,38.92,22.7,1.95
100/10-04-010-146W1/00,2025/11/5,40,4.01,2
100/10-04-010-146W1/00,2025/11/6,41.13,11.94,2.06
100/10-04-010-146W1/00,2025/11/7,41.24,8.6,2.06
100/10-04-010-146W1/00,2025/11/8,40.23,21.78,2.01
100/10-04-010-146W1/00,2025/11/9,39.33,24.18,1.97
100/10-04-010-146W1/00,2025/11/10,40.76,22.91,2.04
100/10-04-010-146W1/00,2025/11/11,38.84,29.44,1.94
100/10-04-010-146W1/00,2025/11/12,39.54,13.83,1.98
100/10-04-010-146W1/00,2025/11/13,38.36,11.53,1.92
100/10-04-010-146W1/00,2025/11/14,41.09,18.94,2.05
100/10-04-010-146W1/00,2025/11/15,39.29,27.86,1.96
100/10-04-010-146W1/00,2025/11/16,37.95,16.48,1.9
100/10-04-010-146W1/00,2025/11/17,40.47,29.69,2.02
100/10-04-010-146W1/00,2025/11/18,41.41,12.4,2.07
100/10-04-010-146W1/00,2025/11/19,39.49,7,1.97
100/10-04-010-146W1/00,2025/11/20,41.07,30.59,2.05
100/10-04-010-146W1/00,2025/11/21,39.6,31.52,1.98
100/10-04-010-146W1/00,2025/11/22,41.13,30.5,2.06
100/10-04-010-146W1/00,2025/11/23,37.51,15.28,1.88
100/10-04-010-146W1/00,2025/11/24,40.73,21.28,2.04
100/10-04-010-146W1/00,2025/11/25,37.84,29.07,1.89
100/10-04-010-146W1/00,2025/11/26,39.95,29.33,2
100/10-04-010-146W1/00,2025/11/27,39.61,17.49,1.98
100/10-04-010-146W1/00,2025/11/28,38.73,20.83,1.94
100/10-04-010-146W1/00,2025/11/29,0,0,0
100/10-04-010-146W1/00,2025/11/30,38.73,18.27,1.94
100/10-04-010-146W1/00,2025/12/1,38.49,16.17,1.92
100/10-04-010-146W1/00,2025/12/2,37.35,14.03,1.87
100/10-04-010-146W1/00,2025/12/3,38.11,5.9,1.91
100/10-04-010-146W1/00,2025/12/4,39.74,21.81,1.99
100/10-04-010-146W1/00,2025/12/5,38.15,9.7,1.91
100/10-04-010-146W1/00,2025/12/6,37.93,25.53,1.9
100/10-04-010-146W1/00,2025/12/7,0,0,0
100/10-04-010-146W1/00,2025/12/8,38.47,8.64,1.92
100/10-04-010-146W1/00,2025/12/9,40.82,30.12,2.04
100/10-04-010-146W1/00,2025/12/10,38.11,12.45,1.91
100/10-04-010-146W1/00,2025/12/11,38.25,18.03,1.91
100/10-04-010-146W1/00,2025/12/12,39.12,15.23,1.96
100/10-04-010-146W1/00,2025/12/13,40.11,24.76,2.01
100/10-04-010-146W1/00,2025/12/14,38.52,24.77,1.93
100/10-04-010-146W1/00,2025/12/15,39.72,15.31,1.99
100/10-04-010-146W1/00,2025/12/16,39.39,28.14,1.97
100/10-04-010-146W1/00,2025/12/17,40,22.69,2
100/10-04-010-146W1/00,2025/12/18,38.87,5.42,1.94
100/10-04-010-146W1/00,2025/12/19,39.75,15.7,1.99
100/10-04-010-146W1/00,2025/12/20,0,0,0
100/10-04-010-146W1/00,2025/12/21,39.97,26.56,2
100/10-04-010-146W1/00,2025/12/22,37.03,27.12,1.85
100/10-04-010-146W1/00,2025/12/23,39.49,25.93,1.97
100/10-04-010-146W1/00,2025/12/24,38.99,10.1,1.95
100/10-04-010-146W1/00,2025/12/25,38.02,9.6,1.9
100/10-04-010-146W1/00,2025/12/26,37.57,21.81,1.88
100/10-04-010-146W1/00,2025/12/27,37.38,5.5,1.87
100/10-04-010-146W1/00,2025/12/28,37.32,11.9,1.87
100/10-04-010-146W1/00,2025/12/29,36.99,7.02,1.85
100/10-04-010-146W1/00,2025/12/30,38.89,24.66,1.94
100/10-04-010-146W1/00,2025/12/31,38.33,6.67,1.92
100/10-04-010-146W1/00,2026/1/1,37.83,24.6,1.89
100/06-29-010-147W1/00,2025/1/1,77.62,55.71,3.88
100/06-29-010-147W1/00,2025/1/2,72.14,12.46,3.61
100/06-29-010-147W1/00,2025/1/3,74.31,52.59,3.72
100/06-29-010-147W1/00,2025/1/4,75.74,49.37,3.79
100/06-29-010-147W1/00,2025/1/5,73.01,41.5,3.65
100/06-29-010-147W1/00,2025/1/6,78.14,54.3,3.91
100/06-29-010-147W1/00,2025/1/7,76.1,13.92,3.8
100/06-29-010-147W1/00,2025/1/8,77.86,29.08,3.89
100/06-29-010-147W1/00,2025/1/9,74.74,57.51,3.74
100/06-29-010-147W1/00,2025/1/10,76.08,51,3.8
100/06-29-010-147W1/00,2025/1/11,74.98,55.81,3.75
100/06-29-010-147W1/00,2025/1/12,72.54,22.84,3.63
100/06-29-010-147W1/00,2025/1/13,0,0,0
100/06-29-010-147W1/00,2025/1/14,73.71,43.72,3.69
100/06-29-010-147W1/00,2025/1/15,71.57,13.77,3.58
100/06-29-010-147W1/00,2025/1/16,71.4,18.16,3.57
100/06-29-010-147W1/00,2025/1/17,72.4,24.62,3.62
100/06-29-010-147W1/00,2025/1/18,77.07,15.16,3.85
100/06-29-010-147W1/00,2025/1/19,73.23,46.9,3.66
100/06-29-010-147W1/00,2025/1/20,73.21,42.98,3.66
100/06-29-010-147W1/00,2025/1/21,70.91,22.61,3.55
100/06-29-010-147W1/00,2025/1/22,73.86,29.32,3.69
100/06-29-010-147W1/00,2025/1/23,76.45,14.78,3.82
100/06-29-010-147W1/00,2025/1/24,73.45,29.79,3.67
100/06-29-010-147W1/00,2025/1/25,71.1,31.19,3.56
100/06-29-010-147W1/00,2025/1/26,75.3,28.17,3.76
100/06-29-010-147W1/00,2025/1/27,72.57,35.94,3.63
100/06-29-010-147W1/00,2025/1/28,72.79,34.67,3.64
100/06-29-010-147W1/00,2025/1/29,75.93,33.91,3.8
100/06-29-010-147W1/00,2025/1/30,71.59,12.78,3.58
100/06-29-010-147W1/00,2025/1/31,71.26,26.73,3.56
100/06-29-010-147W1/00,2025/2/1,76.25,37.94,3.81
100/06-29-010-147W1/00,2025/2/2,75.61,14.46,3.78
100/06-29-010-147W1/00,2025/2/3,73.33,14.34,3.67
100/06-29-010-147W1/00,2025/2/4,73.12,38.26,3.66
100/06-29-010-147W1/00,2025/2/5,76.23,55.26,3.81
100/06-29-010-147W1/00,2025/2/6,75.15,19.79,3.76
100/06-29-010-147W1/00,2025/2/7,72.11,30.63,3.61
100/06-29-010-147W1/00,2025/2/8,75.47,57.87,3.77
100/06-29-010-147W1/00,2025/2/9,70.63,52.08,3.53
100/06-29-010-147W1/00,2025/2/10,75.99,46.54,3.8
100/06-29-010-147W1/00,2025/2/11,74.23,49.63,3.71
100/06-29-010-147W1/00,2025/2/12,76.47,17.34,3.82
100/06-29-010-147W1/00,2025/2/13,0,0,0
100/06-29-010-147W1/00,2025/2/14,71.79,45.06,3.59
100/06-29-010-147W1/00,2025/2/15,73.72,27.29,3.69
100/06-29-010-147W1/00,2025/2/16,75.52,55.15,3.78
100/06-29-010-147W1/00,2025/2/17,70.08,7.23,3.5
100/06-29-010-147W1/00,2025/2/18,72.33,34.87,3.62
100/06-29-010-147W1/00,2025/2/19,71.77,17.66,3.59
100/06-29-010-147W1/00,2025/2/20,69.13,47.05,3.46
100/06-29-010-147W1/00,2025/2/21,73.55,24.07,3.68
100/06-29-010-147W1/00,2025/2/22,72.91,17.93,3.65
100/06-29-010-147W1/00,2025/2/23,69.74,30.46,3.49
100/06-29-010-147W1/00,2025/2/24,72.88,45.36,3.64
100/06-29-010-147W1/00,2025/2/25,69.21,9.63,3.46
100/06-29-010-147W1/00,2025/2/26,71.77,34.18,3.59
100/06-29-010-147W1/00,2025/2/27,74.85,43.83,3.74
100/06-29-010-147W1/00,2025/2/28,70.65,28.22,3.53
100/06-29-010-147W1/00,2025/3/1,73.21,49.25,3.66
100/06-29-010-147W1/00,2025/3/2,68.98,52.28,3.45
100/06-29-010-147W1/00,2025/3/3,75.21,50.33,3.76
100/06-29-010-147W1/00,2025/3/4,68.98,52.66,3.45
100/06-29-010-147W1/00,2025/3/5,70.33,33.3,3.52
100/06-29-010-147W1/00,2025/3/6,70.12,11.6,3.51
100/06-29-010-147W1/00,2025/3/7,68.79,10.25,3.44
100/06-29-010-147W1/00,2025/3/8,69.54,19.02,3.48
100/06-29-010-147W1/00,2025/3/9,72.5,28.69,3.63
100/06-29-010-147W1/00,2025/3/10,68.36,49.65,3.42
100/06-29-010-147W1/00,2025/3/11,71.52,54.29,3.58
100/06-29-010-147W1/00,2025/3/12,70.66,53.37,3.53
100/06-29-010-147W1/00,2025/3/13,75.05,12.56,3.75
100/06-29-010-147W1/00,2025/3/14,72.05,41.11,3.6
100/06-29-010-147W1/00,2025/3/15,69.12,10.75,3.46
100/06-29-010-147W1/00,2025/3/16,69.66,10.95,3.48
100/06-29-010-147W1/00,2025/3/17,73.28,33.89,3.66
100/06-29-010-147W1/00,2025/3/18,72.36,16.25,3.62
100/06-29-010-147W1/00,2025/3/19,72.82,19.39,3.64
100/06-29-010-147W1/00,2025/3/20,70.65,36.86,3.53
100/06-29-010-147W1/00,2025/3/21,73.18,25.04,3.66
100/06-29-010-147W1/00,2025/3/22,74.48,52.8,3.72
100/06-29-010-147W1/00,2025/3/23,69.16,42.36,3.46
100/06-29-010-147W1/00,2025/3/24,73.25,51.87,3.66
100/06-29-010-147W1/00,2025/3/25,72.29,21.15,3.61
100/06-29-010-147W1/00,2025/3/26,71.37,28.83,3.57
100/06-29-010-147W1/00,2025/3/27,73.02,38.23,3.65
100/06-29-010-147W1/00,2025/3/28,72.83,57.5,3.64
100/06-29-010-147W1/00,2025/3/29,71.15,27.58,3.56
100/06-29-010-147W1/00,2025/3/30,72.38,41.12,3.62
100/06-29-010-147W1/00,2025/3/31,73.65,19.11,3.68
100/06-29-010-147W1/00,2025/4/1,71.7,21.87,3.58
100/06-29-010-147W1/00,2025/4/2,72.95,23.7,3.65
100/06-29-010-147W1/00,2025/4/3,72.42,7.83,3.62
100/06-29-010-147W1/00,2025/4/4,69.72,48.65,3.49
100/06-29-010-147W1/00,2025/4/5,69.6,49.1,3.48
100/06-29-010-147W1/00,2025/4/6,71.12,15.04,3.56
100/06-29-010-147W1/00,2025/4/7,69.43,32.57,3.47
100/06-29-010-147W1/00,2025/4/8,70.66,25.88,3.53
100/06-29-010-147W1/00,2025/4/9,67.38,36.21,3.37
100/06-29-010-147W1/00,2025/4/10,67.14,41.96,3.36
100/06-29-010-147W1/00,2025/4/11,71.93,30.12,3.6
100/06-29-010-147W1/00,2025/4/12,69.35,18.85,3.47
100/06-29-010-147W1/00,2025/4/13,73.02,38.5,3.65
100/06-29-010-147W1/00,2025/4/14,72.88,51.65,3.64
100/06-29-010-147W1/00,2025/4/15,67.42,49.85,3.37
100/06-29-010-147W1/00,2025/4/16,70.44,49.3,3.52
100/06-29-010-147W1/00,2025/4/17,67.93,24.54,3.4
100/06-29-010-147W1/00,2025/4/18,73.75,44.07,3.69
100/06-29-010-147W1/00,2025/4/19,67,19.64,3.35
100/06-29-010-147W1/00,2025/4/20,66.73,24.28,3.34
100/06-29-010-147W1/00,2025/4/21,70.23,7.24,3.51
100/06-29-010-147W1/00,2025/4/22,72.64,18.1,3.63
100/06-29-010-147W1/00,2025/4/23,68.27,46.38,3.41
100/06-29-010-147W1/00,2025/4/24,70.59,7.09,3.53
100/06-29-010-147W1/00,2025/4/25,68.3,22.9,3.42
100/06-29-010-147W1/00,2025/4/26,72.52,16.47,3.63
100/06-29-010-147W1/00,2025/4/27,66.71,21.93,3.34
100/06-29-010-147W1/00,2025/4/28,72.72,16.33,3.64
100/06-29-010-147W1/00,2025/4/29,67.43,29.09,3.37
100/06-29-010-147W1/00,2025/4/30,66.53,45.12,3.33
100/06-29-010-147W1/00,2025/5/1,68.14,36.1,3.41
100/06-29-010-147W1/00,2025/5/2,71.52,41.82,3.58
100/06-29-010-147W1/00,2025/5/3,72,16.24,3.6
100/06-29-010-147W1/00,2025/5/4,71.19,16.25,3.56
100/06-29-010-147W1/00,2025/5/5,68.38,46.98,3.42
100/06-29-010-147W1/00,2025/5/6,68.36,20.53,3.42
100/06-29-010-147W1/00,2025/5/7,70.92,27.22,3.55
100/06-29-010-147W1/00,2025/5/8,70.37,24.82,3.52
100/06-29-010-147W1/00,2025/5/9,70.76,33.57,3.54
100/06-29-010-147W1/00,2025/5/10,72.31,43.56,3.62
100/06-29-010-147W1/00,2025/5/11,69.94,8.94,3.5
100/06-29-010-147W1/00,2025/5/12,67.36,22.47,3.37
100/06-29-010-147W1/00,2025/5/13,67.77,21.46,3.39
100/06-29-010-147W1/00,2025/5/14,67.67,14.8,3.38
100/06-29-010-147W1/00,2025/5/15,68.38,46.65,3.42
100/06-29-010-147W1/00,2025/5/16,70.79,26.74,3.54
100/06-29-010-147W1/00,2025/5/17,66.64,37.5,3.33
100/06-29-010-147W1/00,2025/5/18,70.05,44.02,3.5
100/06-29-010-147W1/00,2025/5/19,69.92,17.44,3.5
100/06-29-010-147W1/00,2025/5/20,68.62,27.42,3.43
100/06-29-010-147W1/00,2025/5/21,67.55,21.19,3.38
100/06-29-010-147W1/00,2025/5/22,69.21,8.37,3.46
100/06-29-010-147W1/00,2025/5/23,69.25,47.95,3.46
100/06-29-010-147W1/00,2025/5/24,68.78,47.85,3.44
100/06-29-010-147W1/00,2025/5/25,0,0,0
100/06-29-010-147W1/00,2025/5/26,69.38,31.58,3.47
100/06-29-010-147W1/00,2025/5/27,65.46,29.58,3.27
100/06-29-010-147W1/00,2025/5/28,66.35,38.74,3.32
100/06-29-010-147W1/00,2025/5/29,67.54,38.17,3.38
100/06-29-010-147W1/00,2025/5/30,68.18,33.04,3.41
100/06-29-010-147W1/00,2025/5/31,67.73,41.9,3.39
100/06-29-010-147W1/00,2025/6/1,69.35,50.23,3.47
100/06-29-010-147W1/00,2025/6/2,68.81,23.66,3.44
100/06-29-010-147W1/00,2025/6/3,65.87,30.24,3.29
100/06-29-010-147W1/00,2025/6/4,71.57,56.81,3.58
100/06-29-010-147W1/00,2025/6/5,68.05,32.87,3.4
100/06-29-010-147W1/00,2025/6/6,70.44,43.85,3.52
100/06-29-010-147W1/00,2025/6/7,65.68,24.9,3.28
100/06-29-010-147W1/00,2025/6/8,65.55,23.47,3.28
100/06-29-010-147W1/00,2025/6/9,71.19,44.56,3.56
100/06-29-010-147W1/00,2025/6/10,66.02,22.04,3.3
100/06-29-010-147W1/00,2025/6/11,68.23,46.01,3.41
100/06-29-010-147W1/00,2025/6/12,0,0,0
100/06-29-010-147W1/00,2025/6/13,70.58,44.26,3.53
100/06-29-010-147W1/00,2025/6/14,65.18,40.96,3.26
100/06-29-010-147W1/00,2025/6/15,66.79,21.08,3.34
100/06-29-010-147W1/00,2025/6/16,66.62,42.53,3.33
100/06-29-010-147W1/00,2025/6/17,70.08,49.11,3.5
100/06-29-010-147W1/00,2025/6/18,65.03,32.7,3.25
100/06-29-010-147W1/00,2025/6/19,66.23,45.46,3.31
100/06-29-010-147W1/00,2025/6/20,70.91,48.03,3.55
100/06-29-010-147W1/00,2025/6/21,67.23,11.59,3.36
100/06-29-010-147W1/00,2025/6/22,68.92,50.94,3.45
100/06-29-010-147W1/00,2025/6/23,65.94,15.91,3.3
100/06-29-010-147W1/00,2025/6/24,65.43,20.1,3.27
100/06-29-010-147W1/00,2025/6/25,69.5,50.5,3.48
100/06-29-010-147W1/00,2025/6/26,67.8,43.35,3.39
100/06-29-010-147W1/00,2025/6/27,69.5,7.8,3.48
100/06-29-010-147W1/00,2025/6/28,69.14,21.52,3.46
100/06-29-010-147W1/00,2025/6/29,65.32,32.88,3.27
100/06-29-010-147W1/00,2025/6/30,68.65,54.1,3.43
100/06-29-010-147W1/00,2025/7/1,67.04,48,3.35
100/06-29-010-147W1/00,2025/7/2,69.65,28.13,3.48
100/06-29-010-147W1/00,2025/7/3,69.57,48.18,3.48
100/06-29-010-147W1/00,2025/7/4,65.16,26.54,3.26
100/06-29-010-147W1/00,2025/7/5,64.86,28.64,3.24
100/06-29-010-147W1/00,2025/7/6,67.58,47.15,3.38
100/06-29-010-147W1/00,2025/7/7,64.16,13.69,3.21
100/06-29-010-147W1/00,2025/7/8,67.66,9.69,3.38
100/06-29-010-147W1/00,2025/7/9,63.93,13.48,3.2
100/06-29-010-147W1/00,2025/7/10,67.19,48.18,3.36
100/06-29-010-147W1/00,2025/7/11,69.33,12.13,3.47
100/06-29-010-147W1/00,2025/7/12,66.33,12.47,3.32
100/06-29-010-147W1/00,2025/7/13,65.72,22.48,3.29
100/06-29-010-147W1/00,2025/7/14,69.83,42.47,3.49
100/06-29-010-147W1/00,2025/7/15,69.38,52.98,3.47
100/06-29-010-147W1/00,2025/7/16,67.62,24.58,3.38
100/06-29-010-147W1/00,2025/7/17,66.22,50.6,3.31
100/06-29-010-147W1/00,2025/7/18,65.1,34.97,3.25
100/06-29-010-147W1/00,2025/7/19,68.51,11.42,3.43
100/06-29-010-147W1/00,2025/7/20,65.28,12.45,3.26
100/06-29-010-147W1/00,2025/7/21,65.24,39.87,3.26
100/06-29-010-147W1/00,2025/7/22,69.54,46.06,3.48
100/06-29-010-147W1/00,2025/7/23,67.87,13.24,3.39
100/06-29-010-147W1/00,2025/7/24,63.32,21.11,3.17
100/06-29-010-147W1/00,2025/7/25,63.69,33,3.18
100/06-29-010-147W1/00,2025/7/26,67.28,19.85,3.36
100/06-29-010-147W1/00,2025/7/27,65.05,15.85,3.25
100/06-29-010-147W1/00,2025/7/28,68.76,48.75,3.44
100/06-29-010-147W1/00,2025/7/29,64.28,33.97,3.21
100/06-29-010-147W1/00,2025/7/30,66.69,21.94,3.33
100/06-29-010-147W1/00,2025/7/31,63.55,45.58,3.18
100/06-29-010-147W1/00,2025/8/1,69,14.03,3.45
100/06-29-010-147W1/00,2025/8/2,66.44,15.71,3.32
100/06-29-010-147W1/00,2025/8/3,66.8,22.06,3.34
100/06-29-010-147W1/00,2025/8/4,62.91,48.42,3.15
100/06-29-010-147W1/00,2025/8/5,67.47,7.78,3.37
100/06-29-010-147W1/00,2025/8/6,63.62,35.83,3.18
100/06-29-010-147W1/00,2025/8/7,67.99,18.96,3.4
100/06-29-010-147W1/00,2025/8/8,0,0,0
100/06-29-010-147W1/00,2025/8/9,62.83,28.19,3.14
100/06-29-010-147W1/00,2025/8/10,67.67,40.74,3.38
100/06-29-010-147W1/00,2025/8/11,66.87,13.04,3.34
100/06-29-010-147W1/00,2025/8/12,64.82,9.99,3.24
100/06-29-010-147W1/00,2025/8/13,65.2,33.31,3.26
100/06-29-010-147W1/00,2025/8/14,68.53,50.78,3.43
100/06-29-010-147W1/00,2025/8/15,64.6,13.02,3.23
100/06-29-010-147W1/00,2025/8/16,64.93,16.74,3.25
100/06-29-010-147W1/00,2025/8/17,64.87,36.04,3.24
100/06-29-010-147W1/00,2025/8/18,67.03,28.59,3.35
100/06-29-010-147W1/00,2025/8/19,65.46,51.22,3.27
100/06-29-010-147W1/00,2025/8/20,65.35,21.6,3.27
100/06-29-010-147W1/00,2025/8/21,64.7,35.51,3.24
100/06-29-010-147W1/00,2025/8/22,62.02,31.35,3.1
100/06-29-010-147W1/00,2025/8/23,64.02,20.39,3.2
100/06-29-010-147W1/00,2025/8/24,62.07,21.33,3.1
100/06-29-010-147W1/00,2025/8/25,65.74,42.88,3.29
100/06-29-010-147W1/00,2025/8/26,66.57,15.62,3.33
100/06-29-010-147W1/00,2025/8/27,64.33,6.93,3.22
100/06-29-010-147W1/00,2025/8/28,65.53,12.33,3.28
100/06-29-010-147W1/00,2025/8/29,65.21,27.94,3.26
100/06-29-010-147W1/00,2025/8/30,62.89,48.24,3.14
100/06-29-010-147W1/00,2025/8/31,65.17,35.31,3.26
100/06-29-010-147W1/00,2025/9/1,65.57,11.82,3.28
100/06-29-010-147W1/00,2025/9/2,65.08,50.53,3.25
100/06-29-010-147W1/00,2025/9/3,63.61,12.39,3.18
100/06-29-010-147W1/00,2025/9/4,65.74,14.73,3.29
100/06-29-010-147W1/00,2025/9/5,66.64,13.99,3.33
100/06-29-010-147W1/00,2025/9/6,61.71,6.51,3.09
100/06-29-010-147W1/00,2025/9/7,65.31,51.03,3.27
100/06-29-010-147W1/00,2025/9/8,62.84,9.44,3.14
100/06-29-010-147W1/00,2025/9/9,61.18,40.06,3.06
100/06-29-010-147W1/00,2025/9/10,63.05,21.49,3.15
100/06-29-010-147W1/00,2025/9/11,62.8,18.78,3.14
100/06-29-010-147W1/00,2025/9/12,64.03,49.23,3.2
